Date,Open,High,Low,Close,Adj Close,Volume
2019-12-02,220.970001,221.800003,217.080002,217.639999,214.973587,2118500
2019-12-03,215.429993,215.429993,210.000000,212.240005,209.639755,3207100
2019-12-04,213.539993,216.990005,212.380005,215.940002,213.294418,1583600
2019-12-05,217.149994,217.630005,215.419998,217.139999,214.479721,1329300
2019-12-06,219.949997,225.399994,218.820007,224.610001,221.858200,4229400
2019-12-09,224.610001,224.649994,221.770004,221.809998,219.092499,2134600
2019-12-10,221.669998,222.880005,220.550003,221.880005,219.161652,1854100
2019-12-11,222.250000,222.850006,220.839996,221.190002,218.480103,1778600
2019-12-12,221.910004,226.779999,220.600006,226.050003,223.280548,2974300
2019-12-13,226.720001,227.990005,223.699997,225.000000,222.243408,1908200
2019-12-16,228.500000,230.699997,227.869995,228.039993,225.246170,3218400
2019-12-17,230.000000,232.070007,228.800003,231.149994,228.318069,3590000
2019-12-18,231.970001,232.199997,229.940002,230.449997,227.626648,2280800
2019-12-19,230.949997,231.389999,228.960007,229.940002,227.122894,2418100
2019-12-20,230.960007,231.289993,228.619995,228.929993,226.125259,3715500
2019-12-23,229.660004,230.479996,228.410004,229.089996,226.283295,1670400
2019-12-24,228.979996,229.949997,228.369995,229.910004,227.093277,467700
2019-12-26,230.259995,232.199997,229.990005,231.210007,228.377335,1704000
2019-12-27,231.809998,232.210007,230.470001,230.660004,227.834076,1343900
2019-12-30,231.679993,231.679993,229.500000,229.800003,226.984619,1494500
2019-12-31,229.710007,229.970001,228.669998,229.929993,227.113007,1447200
2020-01-02,231.000000,234.639999,230.160004,234.320007,231.449234,3736300
2020-01-03,231.600006,232.610001,230.300003,231.580002,228.742813,2274500
2020-01-06,229.929993,234.020004,229.490005,233.949997,231.083771,3329300
2020-01-07,235.000000,237.770004,234.759995,235.490005,232.604919,5255200
2020-01-08,235.679993,239.750000,235.479996,237.759995,234.847076,3564700
2020-01-09,241.339996,243.399994,239.820007,242.600006,239.627808,3980700
2020-01-10,242.750000,243.389999,241.389999,242.110001,239.143799,2248100
2020-01-13,244.440002,246.110001,243.000000,245.210007,242.205811,3359200
2020-01-14,245.320007,248.520004,244.600006,245.660004,242.650299,4302800
2020-01-15,242.000000,249.500000,239.160004,245.210007,242.205811,5411200
2020-01-16,247.009995,249.820007,246.229996,249.720001,246.660568,3968400
2020-01-17,250.229996,250.460007,248.000000,249.460007,246.403763,3108400
2020-01-21,247.210007,248.850006,245.600006,245.699997,242.689804,2492400
2020-01-22,246.610001,248.520004,246.339996,247.050003,244.023285,2030900
2020-01-23,244.500000,247.000000,242.880005,245.580002,242.571289,2806800
2020-01-24,245.070007,245.710007,240.600006,241.919998,238.956131,2877400
2020-01-27,236.369995,238.990005,235.009995,238.139999,235.222427,2506200
2020-01-28,239.490005,243.580002,238.050003,242.580002,239.608047,3123000
2020-01-29,244.520004,246.500000,239.570007,240.119995,237.178177,3711600
2020-01-30,237.690002,244.339996,236.729996,244.130005,241.139038,3261700
2020-01-31,241.990005,242.889999,236.880005,237.750000,234.837204,3482800
2020-02-03,238.360001,242.389999,238.050003,239.009995,236.081772,2733000
2020-02-04,242.880005,243.740005,241.550003,241.940002,238.975891,3052500
2020-02-05,244.990005,245.130005,243.000000,244.300003,241.306976,3126600
2020-02-06,245.350006,245.770004,241.179993,241.820007,238.857346,2225600
2020-02-07,239.750000,240.520004,236.550003,238.000000,235.084152,3006500
2020-02-10,237.399994,237.869995,235.460007,237.360001,234.451996,2591300
2020-02-11,239.000000,239.550003,236.220001,236.460007,233.563019,2238800
2020-02-12,238.009995,241.179993,237.720001,238.649994,235.726181,2119200
2020-02-13,237.850006,238.970001,236.570007,238.350006,235.429855,1461300
2020-02-14,237.940002,239.009995,236.229996,237.080002,234.175415,1718700
2020-02-18,236.550003,237.070007,231.199997,233.210007,230.352844,2736500
2020-02-19,235.000000,237.800003,233.279999,237.330002,234.422363,2207100
2020-02-20,236.410004,236.899994,231.250000,232.729996,229.878708,3183700
2020-02-21,230.910004,231.800003,228.369995,230.619995,227.794556,3081600
2020-02-24,223.229996,226.690002,222.539993,224.539993,221.789047,4139400
2020-02-25,224.779999,225.869995,215.889999,217.610001,214.943970,5343100
2020-02-26,218.699997,220.000000,214.759995,215.779999,213.136368,4171100
2020-02-27,210.490005,213.479996,205.369995,205.690002,203.169998,5845900
2020-02-28,199.089996,202.250000,194.850006,200.770004,199.522797,6740700
2020-03-02,201.410004,209.619995,197.630005,209.470001,208.168747,5285500
2020-03-03,209.000000,211.789993,202.119995,203.429993,202.166260,5677200
2020-03-04,205.839996,208.919998,202.699997,208.740005,207.443283,3520400
2020-03-05,201.330002,203.470001,196.949997,198.789993,197.555084,4151500
2020-03-06,190.679993,196.300003,189.279999,192.850006,191.651993,5071900
2020-03-09,173.580002,179.250000,170.160004,172.809998,171.736481,6443000
2020-03-10,181.619995,185.399994,173.289993,184.350006,183.204803,6803900
2020-03-11,178.479996,180.770004,170.970001,171.889999,170.822205,5314000
2020-03-12,160.000000,166.750000,150.000000,150.679993,149.743958,8357700
2020-03-13,162.820007,177.559998,152.350006,177.169998,176.069397,6368400
2020-03-16,150.229996,169.539993,150.000000,154.660004,153.699234,6888000
2020-03-17,157.000000,166.740005,150.000000,158.669998,157.684326,6876300
2020-03-18,150.000000,155.970001,135.410004,140.020004,139.150177,9543200
2020-03-19,137.380005,152.490005,130.850006,149.490005,148.561356,6548200
2020-03-20,148.990005,149.190002,138.289993,138.410004,137.550186,7561300
2020-03-23,136.029999,141.940002,133.259995,134.970001,134.131546,5472600
2020-03-24,144.320007,153.899994,143.630005,153.600006,152.645828,6647400
2020-03-25,154.600006,162.210007,145.320007,155.130005,154.166321,8587800
2020-03-26,156.369995,167.660004,154.309998,165.789993,164.760086,6762200
2020-03-27,159.080002,163.729996,157.000000,158.339996,157.356369,4186700
2020-03-30,158.520004,160.429993,153.179993,159.619995,158.628418,4152800
2020-03-31,158.130005,161.100006,153.720001,154.589996,153.629669,3588200
2020-04-01,146.100006,149.570007,145.000000,145.289993,144.387436,4689100
2020-04-02,143.020004,150.449997,141.669998,149.929993,148.998611,4446900
2020-04-03,149.199997,150.919998,145.229996,146.929993,146.017242,2801600
2020-04-06,155.470001,158.929993,153.770004,158.229996,157.247055,4689400
2020-04-07,166.000000,169.139999,162.449997,166.020004,164.988663,4953500
2020-04-08,168.550003,178.100006,168.550003,176.960007,175.860718,5194800
2020-04-09,180.580002,187.330002,179.770004,184.259995,183.115356,6449900
2020-04-13,183.850006,184.970001,179.130005,179.179993,178.066910,4774300
2020-04-14,182.350006,183.380005,174.539993,178.229996,177.122818,4149600
2020-04-15,170.630005,181.679993,169.149994,178.520004,177.411011,6042700
2020-04-16,177.220001,178.440002,172.389999,177.039993,175.940201,4662200
2020-04-17,183.490005,185.279999,178.289993,183.490005,182.350143,5426700
2020-04-20,179.699997,186.320007,178.020004,180.399994,179.279327,4674800
2020-04-21,175.440002,179.199997,173.660004,173.809998,172.730270,3819000
2020-04-22,177.500000,178.179993,174.470001,175.979996,174.886795,2316600
2020-04-23,177.000000,179.070007,174.449997,175.050003,173.962570,2013300
2020-04-24,177.000000,177.949997,173.490005,177.000000,175.900452,2024400
2020-04-27,179.100006,184.250000,178.720001,183.539993,182.399826,2743100
2020-04-28,189.160004,190.419998,184.869995,187.009995,185.848267,3344700
2020-04-29,192.610001,193.720001,189.570007,190.029999,188.849518,3086300
2020-04-30,186.000000,187.550003,182.899994,183.419998,182.280579,2690700
2020-05-01,179.000000,179.600006,176.649994,177.100006,175.999847,2650200
2020-05-04,175.000000,176.309998,171.720001,176.029999,174.936478,2990100
2020-05-05,179.100006,182.600006,178.139999,178.300003,177.192383,3272600
2020-05-06,179.679993,181.199997,175.210007,176.919998,175.820953,2408700
2020-05-07,179.179993,183.380005,179.179993,182.320007,181.187408,2480100
2020-05-08,185.029999,185.910004,182.740005,185.389999,184.238342,2282600
2020-05-11,182.539993,184.850006,181.259995,183.160004,182.022186,2212200
2020-05-12,183.889999,184.300003,176.750000,177.210007,176.109161,3549200
2020-05-13,175.660004,176.880005,170.759995,171.800003,170.732758,3445300
2020-05-14,169.039993,174.779999,165.360001,174.449997,173.366287,4176700
2020-05-15,173.479996,174.089996,170.580002,171.869995,170.802322,2867800
2020-05-18,177.710007,183.100006,175.240005,181.880005,180.750153,4512600
2020-05-19,180.559998,182.190002,177.720001,177.830002,176.725296,2210500
2020-05-20,180.949997,183.830002,180.300003,181.440002,180.312881,2599900
2020-05-21,180.199997,181.169998,177.679993,180.100006,178.981201,2153500
2020-05-22,180.029999,180.639999,178.059998,179.929993,178.812241,2176400
2020-05-26,185.630005,197.100006,185.220001,196.059998,194.842056,5971200
2020-05-27,203.000000,210.710007,200.009995,209.660004,208.357574,8182100
2020-05-28,210.839996,211.309998,201.210007,201.220001,199.970001,4886100
2020-05-29,197.229996,200.919998,194.649994,196.490005,196.490005,3824500
2020-06-01,197.309998,201.770004,195.119995,199.929993,199.929993,2230800
2020-06-02,203.770004,206.500000,201.320007,204.139999,204.139999,4128700
2020-06-03,208.490005,211.929993,206.429993,210.570007,210.570007,3468400
2020-06-04,208.789993,214.990005,207.960007,214.820007,214.820007,3440998
